date,total,imported,local,others,total_avg,imported_avg,local_avg,others_avg
2020-01-01,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-02,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-03,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-04,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-05,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-06,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-07,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-08,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-09,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-10,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-11,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-12,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-13,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-14,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-15,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-16,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-17,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-18,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-19,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-20,0,0,0,0,0.0,0.0,0.0,0.0
2020-01-21,1,1,0,0,0.1429,0.1429,0.0,0.0
2020-01-22,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-01-23,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-01-24,2,2,0,0,0.4286,0.4286,0.0,0.0
2020-01-25,0,0,0,0,0.4286,0.4286,0.0,0.0
2020-01-26,1,1,0,0,0.5714,0.5714,0.0,0.0
2020-01-27,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-01-28,3,2,1,0,1.0,0.8571,0.1429,0.0
2020-01-29,0,0,0,0,1.0,0.8571,0.1429,0.0
2020-01-30,1,0,1,0,1.1429,0.8571,0.2857,0.0
2020-01-31,1,1,0,0,1.0,0.7143,0.2857,0.0
2020-02-01,0,0,0,0,1.0,0.7143,0.2857,0.0
2020-02-02,0,0,0,0,0.8571,0.5714,0.2857,0.0
2020-02-03,0,0,0,0,0.7143,0.4286,0.2857,0.0
2020-02-04,1,1,0,0,0.4286,0.2857,0.1429,0.0
2020-02-05,0,0,0,0,0.4286,0.2857,0.1429,0.0
2020-02-06,5,5,0,0,1.0,1.0,0.0,0.0
2020-02-07,0,0,0,0,0.8571,0.8571,0.0,0.0
2020-02-08,1,1,0,0,1.0,1.0,0.0,0.0
2020-02-09,1,1,0,0,1.1429,1.1429,0.0,0.0
2020-02-10,0,0,0,0,1.1429,1.1429,0.0,0.0
2020-02-11,0,0,0,0,1.0,1.0,0.0,0.0
2020-02-12,0,0,0,0,1.0,1.0,0.0,0.0
2020-02-13,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-02-14,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-02-15,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-02-16,2,0,2,0,0.2857,0.0,0.2857,0.0
2020-02-17,2,0,2,0,0.5714,0.0,0.5714,0.0
2020-02-18,0,0,0,0,0.5714,0.0,0.5714,0.0
2020-02-19,2,0,2,0,0.8571,0.0,0.8571,0.0
2020-02-20,0,0,0,0,0.8571,0.0,0.8571,0.0
2020-02-21,2,0,2,0,1.1429,0.0,1.1429,0.0
2020-02-22,0,0,0,0,1.1429,0.0,1.1429,0.0
2020-02-23,2,0,2,0,1.1429,0.0,1.1429,0.0
2020-02-24,2,0,2,0,1.1429,0.0,1.1429,0.0
2020-02-25,1,0,1,0,1.2857,0.0,1.2857,0.0
2020-02-26,1,0,1,0,1.1429,0.0,1.1429,0.0
2020-02-27,0,0,0,0,1.1429,0.0,1.1429,0.0
2020-02-28,2,1,1,0,1.1429,0.1429,1.0,0.0
2020-02-29,5,1,4,0,1.8571,0.2857,1.5714,0.0
2020-03-01,1,1,0,0,1.7143,0.4286,1.2857,0.0
2020-03-02,1,0,1,0,1.5714,0.4286,1.1429,0.0
2020-03-03,1,0,1,0,1.5714,0.4286,1.1429,0.0
2020-03-04,0,0,0,0,1.4286,0.4286,1.0,0.0
2020-03-05,2,1,1,0,1.7143,0.5714,1.1429,0.0
2020-03-06,1,0,1,0,1.5714,0.4286,1.1429,0.0
2020-03-07,0,0,0,0,0.8571,0.2857,0.5714,0.0
2020-03-08,0,0,0,0,0.7143,0.1429,0.5714,0.0
2020-03-09,0,0,0,0,0.5714,0.1429,0.4286,0.0
2020-03-10,2,1,1,0,0.7143,0.2857,0.4286,0.0
2020-03-11,1,1,0,0,0.8571,0.4286,0.4286,0.0
2020-03-12,1,1,0,0,0.7143,0.4286,0.2857,0.0
2020-03-13,1,0,1,0,0.7143,0.4286,0.2857,0.0
2020-03-14,3,3,0,0,1.1429,0.8571,0.2857,0.0
2020-03-15,6,6,0,0,2.0,1.7143,0.2857,0.0
2020-03-16,8,8,0,0,3.1429,2.8571,0.2857,0.0
2020-03-17,10,10,0,0,4.2857,4.1429,0.1429,0.0
2020-03-18,23,21,2,0,7.4286,7.0,0.4286,0.0
2020-03-19,8,7,1,0,8.4286,7.8571,0.5714,0.0
2020-03-20,27,24,3,0,12.1429,11.2857,0.8571,0.0
2020-03-21,18,18,0,0,14.2857,13.4286,0.8571,0.0
2020-03-22,16,13,3,0,15.7143,14.4286,1.2857,0.0
2020-03-23,26,25,1,0,18.2857,16.8571,1.4286,0.0
2020-03-24,21,20,1,0,19.8571,18.2857,1.5714,0.0
2020-03-25,19,19,0,0,19.2857,18.0,1.2857,0.0
2020-03-26,17,15,2,0,20.5714,19.1429,1.4286,0.0
2020-03-27,15,15,0,0,18.8571,17.8571,1.0,0.0
2020-03-28,16,14,2,0,18.5714,17.2857,1.2857,0.0
2020-03-29,15,14,1,0,18.4286,17.4286,1.0,0.0
2020-03-30,8,7,1,0,15.8571,14.8571,1.0,0.0
2020-03-31,16,14,2,0,15.1429,14.0,1.1429,0.0
2020-04-01,7,7,0,0,13.4286,12.2857,1.1429,0.0
2020-04-02,10,8,2,0,12.4286,11.2857,1.1429,0.0
2020-04-03,9,7,2,0,11.5714,10.1429,1.4286,0.0
2020-04-04,7,6,1,0,10.2857,9.0,1.2857,0.0
2020-04-05,8,8,0,0,9.2857,8.1429,1.1429,0.0
2020-04-06,10,9,1,0,9.5714,8.4286,1.1429,0.0
2020-04-07,3,3,0,0,7.7143,6.8571,0.8571,0.0
2020-04-08,3,2,1,0,7.1429,6.1429,1.0,0.0
2020-04-09,1,0,1,0,5.8571,5.0,0.8571,0.0
2020-04-10,2,2,0,0,4.8571,4.2857,0.5714,0.0
2020-04-11,3,3,0,0,4.2857,3.8571,0.4286,0.0
2020-04-12,3,2,1,0,3.5714,3.0,0.5714,0.0
2020-04-13,5,5,0,0,2.8571,2.4286,0.4286,0.0
2020-04-14,0,0,0,0,2.4286,2.0,0.4286,0.0
2020-04-15,2,2,0,0,2.2857,2.0,0.2857,0.0
2020-04-16,0,0,0,0,2.1429,2.0,0.1429,0.0
2020-04-17,0,0,0,0,1.8571,1.7143,0.1429,0.0
2020-04-18,3,0,0,3,1.8571,1.2857,0.1429,0.4286
2020-04-19,22,1,0,21,4.5714,1.1429,0.0,3.4286
2020-04-20,2,2,0,0,4.1429,0.7143,0.0,3.4286
2020-04-21,3,0,0,3,4.5714,0.7143,0.0,3.8571
2020-04-22,1,0,0,1,4.4286,0.4286,0.0,4.0
2020-04-23,1,0,0,1,4.5714,0.4286,0.0,4.1429
2020-04-24,1,0,0,1,4.7143,0.4286,0.0,4.2857
2020-04-25,1,0,0,1,4.4286,0.4286,0.0,4.0
2020-04-26,0,0,0,0,1.2857,0.2857,0.0,1.0
2020-04-27,0,0,0,0,1.0,0.0,0.0,1.0
2020-04-28,0,0,0,0,0.5714,0.0,0.0,0.5714
2020-04-29,0,0,0,0,0.4286,0.0,0.0,0.4286
2020-04-30,0,0,0,0,0.2857,0.0,0.0,0.2857
2020-05-01,0,0,0,0,0.1429,0.0,0.0,0.1429
2020-05-02,3,3,0,0,0.4286,0.4286,0.0,0.0
2020-05-03,4,0,0,4,1.0,0.4286,0.0,0.5714
2020-05-04,2,1,0,1,1.2857,0.5714,0.0,0.7143
2020-05-05,0,0,0,0,1.2857,0.5714,0.0,0.7143
2020-05-06,1,1,0,0,1.4286,0.7143,0.0,0.7143
2020-05-07,1,1,0,0,1.5714,0.8571,0.0,0.7143
2020-05-08,0,0,0,0,1.5714,0.8571,0.0,0.7143
2020-05-09,0,0,0,0,1.1429,0.4286,0.0,0.7143
2020-05-10,0,0,0,0,0.5714,0.4286,0.0,0.1429
2020-05-11,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-05-12,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-05-13,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-05-14,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-15,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-16,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-17,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-18,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-19,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-20,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-21,1,1,0,0,0.1429,0.1429,0.0,0.0
2020-05-22,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-05-23,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-05-24,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-05-25,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-05-26,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-05-27,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-05-28,0,0,0,0,0.0,0.0,0.0,0.0
2020-05-29,1,1,0,0,0.1429,0.1429,0.0,0.0
2020-05-30,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-05-31,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-01,1,1,0,0,0.2857,0.2857,0.0,0.0
2020-06-02,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-06-03,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-06-04,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-06-05,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-06,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-07,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-08,0,0,0,0,0.0,0.0,0.0,0.0
2020-06-09,0,0,0,0,0.0,0.0,0.0,0.0
2020-06-10,0,0,0,0,0.0,0.0,0.0,0.0
2020-06-11,0,0,0,0,0.0,0.0,0.0,0.0
2020-06-12,0,0,0,0,0.0,0.0,0.0,0.0
2020-06-13,0,0,0,0,0.0,0.0,0.0,0.0
2020-06-14,0,0,0,0,0.0,0.0,0.0,0.0
2020-06-15,2,2,0,0,0.2857,0.2857,0.0,0.0
2020-06-16,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-06-17,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-06-18,1,1,0,0,0.4286,0.4286,0.0,0.0
2020-06-19,0,0,0,0,0.4286,0.4286,0.0,0.0
2020-06-20,0,0,0,0,0.4286,0.4286,0.0,0.0
2020-06-21,0,0,0,0,0.4286,0.4286,0.0,0.0
2020-06-22,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-23,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-24,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-25,1,1,0,0,0.1429,0.1429,0.0,0.0
2020-06-26,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-27,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-28,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-29,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-06-30,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-07-01,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-07-02,1,1,0,0,0.1429,0.1429,0.0,0.0
2020-07-03,1,1,0,0,0.2857,0.2857,0.0,0.0
2020-07-04,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-05,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-06,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-07,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-08,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-09,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-07-10,2,2,0,0,0.2857,0.2857,0.0,0.0
2020-07-11,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-12,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-13,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-14,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-15,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-07-16,1,1,0,0,0.4286,0.4286,0.0,0.0
2020-07-17,2,2,0,0,0.4286,0.4286,0.0,0.0
2020-07-18,0,0,0,0,0.4286,0.4286,0.0,0.0
2020-07-19,1,1,0,0,0.5714,0.5714,0.0,0.0
2020-07-20,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-07-21,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-07-22,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-07-23,0,0,0,0,0.4286,0.4286,0.0,0.0
2020-07-24,3,3,0,0,0.5714,0.5714,0.0,0.0
2020-07-25,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-07-26,0,0,0,0,0.4286,0.4286,0.0,0.0
2020-07-27,4,4,0,0,1.0,1.0,0.0,0.0
2020-07-28,5,5,0,0,1.7143,1.7143,0.0,0.0
2020-07-29,0,0,0,0,1.7143,1.7143,0.0,0.0
2020-07-30,0,0,0,0,1.7143,1.7143,0.0,0.0
2020-07-31,0,0,0,0,1.2857,1.2857,0.0,0.0
2020-08-01,7,6,0,1,2.2857,2.1429,0.0,0.1429
2020-08-02,1,1,0,0,2.4286,2.2857,0.0,0.1429
2020-08-03,0,0,0,0,1.8571,1.7143,0.0,0.1429
2020-08-04,1,1,0,0,1.2857,1.1429,0.0,0.1429
2020-08-05,0,0,0,0,1.2857,1.1429,0.0,0.1429
2020-08-06,1,1,0,0,1.4286,1.2857,0.0,0.1429
2020-08-07,0,0,0,0,1.4286,1.2857,0.0,0.1429
2020-08-08,2,2,0,0,0.7143,0.7143,0.0,0.0
2020-08-09,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-08-10,0,0,0,0,0.7143,0.7143,0.0,0.0
2020-08-11,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-08-12,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-08-13,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-08-14,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-08-15,1,1,0,0,0.4286,0.4286,0.0,0.0
2020-08-16,2,2,0,0,0.5714,0.5714,0.0,0.0
2020-08-17,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-08-18,1,1,0,0,0.8571,0.8571,0.0,0.0
2020-08-19,0,0,0,0,0.7143,0.7143,0.0,0.0
2020-08-20,0,0,0,0,0.7143,0.7143,0.0,0.0
2020-08-21,0,0,0,0,0.7143,0.7143,0.0,0.0
2020-08-22,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-08-23,0,0,0,0,0.4286,0.4286,0.0,0.0
2020-08-24,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-08-25,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-08-26,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-08-27,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-08-28,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-08-29,1,1,0,0,0.1429,0.1429,0.0,0.0
2020-08-30,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-08-31,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-09-01,0,0,0,0,0.1429,0.1429,0.0,0.0
2020-09-02,1,1,0,0,0.2857,0.2857,0.0,0.0
2020-09-03,0,0,0,0,0.2857,0.2857,0.0,0.0
2020-09-04,1,1,0,0,0.4286,0.4286,0.0,0.0
2020-09-05,2,2,0,0,0.5714,0.5714,0.0,0.0
2020-09-06,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-09-07,1,1,0,0,0.8571,0.8571,0.0,0.0
2020-09-08,1,1,0,0,1.0,1.0,0.0,0.0
2020-09-09,0,0,0,0,0.8571,0.8571,0.0,0.0
2020-09-10,1,1,0,0,1.0,1.0,0.0,0.0
2020-09-11,2,2,0,0,1.1429,1.1429,0.0,0.0
2020-09-12,0,0,0,0,0.8571,0.8571,0.0,0.0
2020-09-13,0,0,0,0,0.7143,0.7143,0.0,0.0
2020-09-14,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-09-15,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-09-16,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-09-17,3,3,0,0,1.0,1.0,0.0,0.0
2020-09-18,0,0,0,0,0.7143,0.7143,0.0,0.0
2020-09-19,3,3,0,0,1.1429,1.1429,0.0,0.0
2020-09-20,1,1,0,0,1.2857,1.2857,0.0,0.0
2020-09-21,2,2,0,0,1.4286,1.4286,0.0,0.0
2020-09-22,0,0,0,0,1.4286,1.4286,0.0,0.0
2020-09-23,0,0,0,0,1.2857,1.2857,0.0,0.0
2020-09-24,0,0,0,0,0.8571,0.8571,0.0,0.0
2020-09-25,1,1,0,0,1.0,1.0,0.0,0.0
2020-09-26,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-09-27,0,0,0,0,0.4286,0.4286,0.0,0.0
2020-09-28,3,3,0,0,0.5714,0.5714,0.0,0.0
2020-09-29,0,0,0,0,0.5714,0.5714,0.0,0.0
2020-09-30,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-10-01,1,1,0,0,0.8571,0.8571,0.0,0.0
2020-10-02,2,2,0,0,1.0,1.0,0.0,0.0
2020-10-03,0,0,0,0,1.0,1.0,0.0,0.0
2020-10-04,0,0,0,0,1.0,1.0,0.0,0.0
2020-10-05,1,1,0,0,0.7143,0.7143,0.0,0.0
2020-10-06,3,3,0,0,1.1429,1.1429,0.0,0.0
2020-10-07,2,2,0,0,1.2857,1.2857,0.0,0.0
2020-10-08,1,1,0,0,1.2857,1.2857,0.0,0.0
2020-10-09,3,3,0,0,1.4286,1.4286,0.0,0.0
2020-10-10,0,0,0,0,1.4286,1.4286,0.0,0.0
2020-10-11,0,0,0,0,1.4286,1.4286,0.0,0.0
2020-10-12,2,2,0,0,1.5714,1.5714,0.0,0.0
2020-10-13,0,0,0,0,1.1429,1.1429,0.0,0.0
2020-10-14,0,0,0,0,0.8571,0.8571,0.0,0.0
2020-10-15,1,1,0,0,0.8571,0.8571,0.0,0.0
2020-10-16,4,4,0,0,1.0,1.0,0.0,0.0
2020-10-17,0,0,0,0,1.0,1.0,0.0,0.0
2020-10-18,0,0,0,0,1.0,1.0,0.0,0.0
2020-10-19,5,5,0,0,1.4286,1.4286,0.0,0.0
2020-10-20,3,3,0,0,1.8571,1.8571,0.0,0.0
2020-10-21,1,1,0,0,2.0,2.0,0.0,0.0
2020-10-22,4,4,0,0,2.4286,2.4286,0.0,0.0
2020-10-23,0,0,0,0,1.8571,1.8571,0.0,0.0
2020-10-24,2,2,0,0,2.1429,2.1429,0.0,0.0
2020-10-25,0,0,0,0,2.1429,2.1429,0.0,0.0
2020-10-26,0,0,0,0,1.4286,1.4286,0.0,0.0
2020-10-27,0,0,0,0,1.0,1.0,0.0,0.0
2020-10-28,1,1,0,0,1.0,1.0,0.0,0.0
2020-10-29,3,3,0,0,0.8571,0.8571,0.0,0.0
2020-10-30,1,1,0,0,1.0,1.0,0.0,0.0
2020-10-31,1,1,0,0,0.8571,0.8571,0.0,0.0
2020-11-01,3,3,0,0,1.2857,1.2857,0.0,0.0
2020-11-02,5,5,0,0,2.0,2.0,0.0,0.0
2020-11-03,4,4,0,0,2.5714,2.5714,0.0,0.0
2020-11-04,1,1,0,0,2.5714,2.5714,0.0,0.0
2020-11-05,1,1,0,0,2.2857,2.2857,0.0,0.0
2020-11-06,4,4,0,0,2.7143,2.7143,0.0,0.0
2020-11-07,0,0,0,0,2.5714,2.5714,0.0,0.0
2020-11-08,4,4,0,0,2.7143,2.7143,0.0,0.0
2020-11-09,1,1,0,0,2.1429,2.1429,0.0,0.0
2020-11-10,2,2,0,0,1.8571,1.8571,0.0,0.0
2020-11-11,4,4,0,0,2.2857,2.2857,0.0,0.0
2020-11-12,5,5,0,0,2.8571,2.8571,0.0,0.0
2020-11-13,8,8,0,0,3.4286,3.4286,0.0,0.0
2020-11-14,3,3,0,0,3.8571,3.8571,0.0,0.0
2020-11-15,2,2,0,0,3.5714,3.5714,0.0,0.0
2020-11-16,1,1,0,0,3.5714,3.5714,0.0,0.0
2020-11-17,2,2,0,0,3.5714,3.5714,0.0,0.0
2020-11-18,2,2,0,0,3.2857,3.2857,0.0,0.0
2020-11-19,2,2,0,0,2.8571,2.8571,0.0,0.0
2020-11-20,2,2,0,0,2.0,2.0,0.0,0.0
2020-11-21,0,0,0,0,1.5714,1.5714,0.0,0.0
2020-11-22,6,6,0,0,2.1429,2.1429,0.0,0.0
2020-11-23,1,1,0,0,2.1429,2.1429,0.0,0.0
2020-11-24,0,0,0,0,1.8571,1.8571,0.0,0.0
2020-11-25,5,5,0,0,2.2857,2.2857,0.0,0.0
2020-11-26,2,2,0,0,2.2857,2.2857,0.0,0.0
2020-11-27,14,14,0,0,4.0,4.0,0.0,0.0
2020-11-28,9,9,0,0,5.2857,5.2857,0.0,0.0
2020-11-29,3,3,0,0,4.8571,4.8571,0.0,0.0
2020-11-30,24,24,0,0,8.1429,8.1429,0.0,0.0
2020-12-01,4,4,0,0,8.7143,8.7143,0.0,0.0
2020-12-02,6,6,0,0,8.8571,8.8571,0.0,0.0
2020-12-03,1,1,0,0,8.7143,8.7143,0.0,0.0
2020-12-04,4,4,0,0,7.2857,7.2857,0.0,0.0
2020-12-05,4,4,0,0,6.5714,6.5714,0.0,0.0
2020-12-06,22,22,0,0,9.2857,9.2857,0.0,0.0
2020-12-07,0,0,0,0,5.8571,5.8571,0.0,0.0
2020-12-08,2,2,0,0,5.5714,5.5714,0.0,0.0
2020-12-09,2,2,0,0,5.0,5.0,0.0,0.0
2020-12-10,4,4,0,0,5.4286,5.4286,0.0,0.0
2020-12-11,1,1,0,0,5.0,5.0,0.0,0.0
2020-12-12,8,8,0,0,5.5714,5.5714,0.0,0.0
2020-12-13,3,3,0,0,2.8571,2.8571,0.0,0.0
2020-12-14,4,4,0,0,3.4286,3.4286,0.0,0.0
2020-12-15,2,2,0,0,3.4286,3.4286,0.0,0.0
2020-12-16,7,7,0,0,4.1429,4.1429,0.0,0.0
2020-12-17,8,8,0,0,4.7143,4.7143,0.0,0.0
2020-12-18,2,1,0,1,4.8571,4.7143,0.0,0.1429
2020-12-19,4,4,0,0,4.2857,4.1429,0.0,0.1429
2020-12-20,3,2,0,1,4.2857,4.0,0.0,0.2857
2020-12-21,0,0,0,0,3.7143,3.4286,0.0,0.2857
2020-12-22,4,3,1,0,4.0,3.5714,0.1429,0.2857
2020-12-23,6,6,0,0,3.8571,3.4286,0.1429,0.2857
2020-12-24,0,0,0,0,2.7143,2.2857,0.1429,0.2857
2020-12-25,4,4,0,0,3.0,2.7143,0.1429,0.1429
2020-12-26,3,3,0,0,2.8571,2.5714,0.1429,0.1429
2020-12-27,2,2,0,0,2.7143,2.5714,0.1429,0.0
2020-12-28,8,8,0,0,3.8571,3.7143,0.1429,0.0
2020-12-29,2,2,0,0,3.5714,3.5714,0.0,0.0
2020-12-30,2,2,0,0,3.0,3.0,0.0,0.0
2020-12-31,2,2,0,0,3.2857,3.2857,0.0,0.0
2021-01-01,3,3,0,0,3.1429,3.1429,0.0,0.0
2021-01-02,6,6,0,0,3.5714,3.5714,0.0,0.0
2021-01-03,4,4,0,0,3.8571,3.8571,0.0,0.0
2021-01-04,3,3,0,0,3.1429,3.1429,0.0,0.0
2021-01-05,2,2,0,0,3.1429,3.1429,0.0,0.0
2021-01-06,2,2,0,0,3.1429,3.1429,0.0,0.0
2021-01-07,3,3,0,0,3.2857,3.2857,0.0,0.0
2021-01-08,3,3,0,0,3.2857,3.2857,0.0,0.0
2021-01-09,3,3,0,0,2.8571,2.8571,0.0,0.0
2021-01-10,0,0,0,0,2.2857,2.2857,0.0,0.0
2021-01-11,6,6,0,0,2.7143,2.7143,0.0,0.0
2021-01-12,4,2,2,0,3.0,2.7143,0.2857,0.0
2021-01-13,4,4,0,0,3.2857,3.0,0.2857,0.0
2021-01-14,0,0,0,0,2.8571,2.5714,0.2857,0.0
2021-01-15,1,1,0,0,2.5714,2.2857,0.2857,0.0
2021-01-16,8,7,1,0,3.2857,2.8571,0.4286,0.0
2021-01-17,4,3,1,0,3.8571,3.2857,0.5714,0.0
2021-01-18,7,6,1,0,4.0,3.2857,0.7143,0.0
2021-01-19,6,2,4,0,4.2857,3.2857,1.0,0.0
2021-01-20,2,1,1,0,4.0,2.8571,1.1429,0.0
2021-01-21,3,3,0,0,4.4286,3.2857,1.1429,0.0
2021-01-22,8,6,2,0,5.4286,4.0,1.4286,0.0
2021-01-23,3,2,1,0,4.7143,3.2857,1.4286,0.0
2021-01-24,5,3,2,0,4.8571,3.2857,1.5714,0.0
2021-01-25,0,0,0,0,3.8571,2.4286,1.4286,0.0
2021-01-26,1,1,0,0,3.1429,2.2857,0.8571,0.0
2021-01-27,3,3,0,0,3.2857,2.5714,0.7143,0.0
2021-01-28,2,2,0,0,3.1429,2.4286,0.7143,0.0
2021-01-29,4,4,0,0,2.5714,2.1429,0.4286,0.0
